t,x,y,v_kph
0.0,7.58,-279.08,0.0
0.05,7.58,-279.08,0.5
0.1,7.59,-279.06,1.0
0.15,7.6,-279.05,1.5
0.2,7.61,-279.02,2.0
0.25,7.63,-278.99,2.5
0.3,7.65,-278.95,3.0
0.35,7.67,-278.91,3.5
0.4,7.7,-278.86,4.0
0.45,7.73,-278.81,4.5
0.5,7.76,-278.75,5.0
0.55,7.8,-278.68,5.5
0.6,7.84,-278.61,6.0
0.65,7.89,-278.53,6.6
0.7,7.93,-278.44,7.1
0.75,7.99,-278.35,7.6
0.8,8.04,-278.25,8.1
0.85,8.1,-278.15,8.6
0.9,8.16,-278.04,9.1
0.95,8.22,-277.92,9.6
1.0,8.29,-277.8,10.1
1.05,8.36,-277.67,10.6
1.1,8.44,-277.53,11.1
1.15,8.52,-277.39,11.6
1.2,8.6,-277.25,12.1
1.25,8.68,-277.09,12.6
1.3,8.77,-276.94,13.1
1.35,8.86,-276.77,13.6
1.4,8.96,-276.6,14.1
1.45,9.06,-276.42,14.6
1.5,9.16,-276.24,15.1
1.55,9.26,-276.05,15.6
1.6,9.37,-275.85,16.1
1.65,9.48,-275.65,16.6
1.7,9.6,-275.44,17.1
1.75,9.72,-275.23,17.6
1.8,9.84,-275.01,18.1
1.85,9.97,-274.78,18.6
1.9,10.1,-274.55,19.2
1.95,10.23,-274.31,19.7
2.0,10.36,-274.07,20.2
2.05,10.5,-273.81,20.7
2.1,10.65,-273.56,21.2
2.15,10.79,-273.29,21.7
2.2,10.94,-273.02,22.2
2.25,11.09,-272.75,22.7
2.3,11.25,-272.47,23.2
2.35,11.41,-272.18,23.7
2.4,11.57,-271.89,24.2
2.45,11.74,-271.59,24.7
2.5,11.91,-271.28,25.2
2.55,12.08,-270.97,25.7
2.6,12.26,-270.65,26.2
2.65,12.44,-270.33,26.7
2.7,12.62,-269.99,27.2
2.75,12.81,-269.66,27.7
2.8,13.0,-269.32,28.2
2.85,13.19,-268.97,28.7
2.9,13.39,-268.61,29.2
2.95,13.59,-268.25,29.7
3.0,13.79,-267.88,30.2
3.05,14.0,-267.51,30.7
3.1,14.21,-267.13,31.2
3.15,14.42,-266.74,31.8
3.2,14.64,-266.35,32.3
3.25,14.86,-265.95,32.8
3.3,15.09,-265.55,33.3
3.35,15.31,-265.14,33.8
3.4,15.55,-264.72,34.3
3.45,15.78,-264.3,34.8
3.5,16.02,-263.87,35.3
3.55,16.26,-263.44,35.8
3.6,16.5,-263.0,36.3
3.65,16.75,-262.55,36.8
3.7,17.0,-262.1,37.3
3.75,17.26,-261.64,37.8
3.8,17.52,-261.17,38.3
3.85,17.78,-260.7,38.8
3.9,18.04,-260.23,39.3
3.95,18.31,-259.74,39.8
4.0,18.58,-259.25,40.3
4.05,18.86,-258.76,40.8
4.1,19.14,-258.26,41.3
4.15,19.42,-257.75,41.8
4.2,19.71,-257.23,42.3
4.25,20.0,-256.71,42.8
4.3,20.29,-256.19,43.3
4.35,20.59,-255.66,43.8
4.4,20.88,-255.12,44.4
4.45,21.19,-254.57,44.9
4.5,21.49,-254.02,45.3
4.55,21.8,-253.47,45.7
4.6,22.11,-252.91,46.1
4.65,22.42,-252.34,46.4
4.7,22.74,-251.78,46.6
4.75,23.05,-251.21,46.8
4.8,23.37,-250.64,47.0
4.85,23.69,-250.07,47.2
4.9,24.01,-249.49,47.3
4.95,24.33,-248.91,47.5
5.0,24.65,-248.34,47.6
5.05,24.97,-247.76,47.6
5.1,25.29,-247.18,47.7
5.15,25.61,-246.6,47.8
5.2,25.93,-246.01,47.9
5.25,26.25,-245.43,47.9
5.3,26.58,-244.85,47.9
5.35,26.9,-244.27,48.0
5.4,27.22,-243.68,48.0
5.45,27.54,-243.1,48.0
5.5,27.87,-242.51,48.1
5.55,28.19,-241.93,48.1
5.6,28.51,-241.35,48.1
5.65,28.84,-240.76,48.1
5.7,29.16,-240.18,48.1
5.75,29.48,-239.59,48.1
5.8,29.8,-239.0,48.1
5.85,30.12,-238.42,48.2
5.9,30.45,-237.83,48.2
5.95,30.77,-237.24,48.2
6.0,31.09,-236.66,48.2
6.05,31.4,-236.07,48.2
6.1,31.72,-235.48,48.2
6.15,32.04,-234.89,48.2
6.2,32.35,-234.3,48.2
6.25,32.67,-233.7,48.2
6.3,32.98,-233.11,48.2
6.35,33.29,-232.52,48.2
6.4,33.59,-231.92,48.2
6.45,33.9,-231.33,48.2
6.5,34.2,-230.73,48.2
6.55,34.5,-230.13,48.2
6.6,34.8,-229.53,48.2
6.65,35.1,-228.93,48.2
6.7,35.39,-228.33,48.2
6.75,35.68,-227.73,48.2
6.8,35.97,-227.12,48.2
6.85,36.26,-226.52,48.2
6.9,36.54,-225.91,48.2
6.95,36.82,-225.3,48.2
7.0,37.1,-224.7,48.2
7.05,37.38,-224.09,48.2
7.1,37.65,-223.48,48.2
7.15,37.92,-222.86,48.2
7.2,38.19,-222.25,48.2
7.25,38.46,-221.64,48.2
7.3,38.72,-221.02,48.2
7.35,38.98,-220.4,48.2
7.4,39.24,-219.79,48.2
7.45,39.49,-219.17,48.2
7.5,39.75,-218.55,48.2
7.55,40.0,-217.93,48.2
7.6,40.25,-217.3,48.2
7.65,40.49,-216.68,48.2
7.7,40.74,-216.06,48.2
7.75,40.98,-215.43,48.2
7.8,41.22,-214.81,48.2
7.85,41.45,-214.18,48.2
7.9,41.68,-213.55,48.2
7.95,41.91,-212.92,48.2
8.0,42.14,-212.29,48.2
8.05,42.37,-211.66,48.2
8.1,42.59,-211.03,48.2
8.15,42.81,-210.4,48.2
8.2,43.02,-209.77,48.2
8.25,43.24,-209.13,48.2
8.3,43.45,-208.49,48.2
8.35,43.65,-207.86,48.2
8.4,43.86,-207.22,48.2
8.45,44.06,-206.58,48.2
8.5,44.26,-205.94,48.2
8.55,44.45,-205.3,48.2
8.6,44.65,-204.66,48.2
8.65,44.84,-204.02,48.2
8.7,45.02,-203.38,48.2
8.75,45.21,-202.73,48.2
8.8,45.39,-202.09,48.2
8.85,45.56,-201.44,48.2
8.9,45.74,-200.8,48.2
8.95,45.91,-200.15,48.2
9.0,46.08,-199.5,48.2
9.05,46.24,-198.85,48.2
9.1,46.41,-198.2,48.2
9.15,46.57,-197.55,48.2
9.2,46.72,-196.9,48.2
9.25,46.88,-196.25,48.2
9.3,47.03,-195.6,48.2
9.35,47.18,-194.94,48.2
9.4,47.32,-194.29,48.2
9.45,47.47,-193.64,48.2
9.5,47.61,-192.98,48.2
9.55,47.74,-192.33,48.2
9.6,47.88,-191.67,48.2
9.65,48.01,-191.01,48.2
9.7,48.14,-190.36,48.2
9.75,48.26,-189.7,48.2
9.8,48.39,-189.04,48.2
9.85,48.51,-188.38,48.2
9.9,48.63,-187.72,48.2
9.95,48.74,-187.06,48.2
10.0,48.86,-186.4,48.2
10.05,48.97,-185.74,48.2
10.1,49.07,-185.08,48.2
10.15,49.18,-184.42,48.2
10.2,49.28,-183.76,48.2
10.25,49.38,-183.1,48.2
10.3,49.47,-182.43,48.2
10.35,49.56,-181.77,48.2
10.4,49.65,-181.11,48.2
10.45,49.74,-180.44,48.2
10.5,49.82,-179.78,48.2
10.55,49.9,-179.11,48.2
10.6,49.98,-178.45,48.2
10.65,50.06,-177.78,48.2
10.7,50.13,-177.12,48.2
10.75,50.19,-176.45,48.2
10.8,50.26,-175.78,48.2
10.85,50.32,-175.12,48.2
10.9,50.38,-174.45,48.2
10.95,50.43,-173.78,48.2
11.0,50.48,-173.12,48.2
11.05,50.53,-172.45,48.2
11.1,50.58,-171.78,48.2
11.15,50.62,-171.11,48.2
11.2,50.66,-170.44,48.2
11.25,50.7,-169.78,48.2
11.3,50.74,-169.11,48.2
11.35,50.77,-168.44,48.2
11.4,50.8,-167.77,48.2
11.45,50.83,-167.1,48.2
11.5,50.85,-166.43,48.2
11.55,50.87,-165.76,48.2
11.6,50.89,-165.09,48.2
11.65,50.91,-164.42,48.2
11.7,50.93,-163.75,48.2
11.75,50.94,-163.08,48.2
11.8,50.95,-162.41,48.2
11.85,50.96,-161.75,48.2
11.9,50.97,-161.08,48.2
11.95,50.98,-160.41,48.2
12.0,50.98,-159.74,48.2
12.05,50.99,-159.07,48.2
12.1,50.99,-158.4,48.2
12.15,51.0,-157.73,48.2
12.2,51.0,-157.06,48.2
12.25,51.0,-156.39,48.2
12.3,51.01,-155.72,48.2
12.35,51.01,-155.05,48.2
12.4,51.01,-154.38,48.2
12.45,51.01,-153.71,48.2
12.5,51.01,-153.04,48.2
12.55,51.01,-152.37,48.2
12.6,51.01,-151.7,48.2
12.65,51.01,-151.03,48.2
12.7,51.01,-150.36,48.2
12.75,51.02,-149.69,48.2
12.8,51.02,-149.02,48.2
12.85,51.02,-148.35,48.2
12.9,51.02,-147.68,48.2
12.95,51.02,-147.01,48.2
13.0,51.02,-146.35,48.2
13.05,51.02,-145.68,48.2
13.1,51.02,-145.01,48.2
13.15,51.02,-144.34,48.2
13.2,51.03,-143.67,48.2
13.25,51.03,-143.0,48.2
13.3,51.03,-142.33,48.2
13.35,51.03,-141.66,48.2
13.4,51.03,-140.99,48.2
13.45,51.03,-140.32,48.2
13.5,51.04,-139.65,48.2
13.55,51.04,-138.98,48.2
13.6,51.04,-138.31,48.2
13.65,51.04,-137.64,48.2
13.7,51.04,-136.97,48.2
13.75,51.04,-136.3,48.2
13.8,51.05,-135.63,48.2
13.85,51.05,-134.96,48.2
13.9,51.05,-134.29,48.2
13.95,51.05,-133.62,48.2
14.0,51.05,-132.95,48.2
14.05,51.05,-132.28,48.2
14.1,51.06,-131.61,48.2
14.15,51.06,-130.95,48.2
14.2,51.06,-130.28,48.2
14.25,51.06,-129.61,48.2
14.3,51.06,-128.94,48.2
14.35,51.06,-128.27,48.2
14.4,51.06,-127.6,48.2
14.45,51.07,-126.93,48.2
14.5,51.07,-126.26,48.2
14.55,51.07,-125.59,48.2
14.6,51.07,-124.92,48.2
14.65,51.07,-124.25,48.2
14.7,51.07,-123.58,48.2
14.75,51.07,-122.91,48.2
14.8,51.07,-122.24,48.2
14.85,51.07,-121.57,48.2
14.9,51.07,-120.9,48.2
14.95,51.07,-120.23,48.2
15.0,51.06,-119.56,48.2
15.05,51.06,-118.89,48.2
15.1,51.06,-118.22,48.2
15.15,51.06,-117.55,48.2
15.2,51.06,-116.88,48.2
15.25,51.05,-116.21,48.2
15.3,51.05,-115.55,48.2
15.35,51.05,-114.88,48.2
15.4,51.05,-114.21,48.2
15.45,51.04,-113.54,48.2
15.5,51.04,-112.87,48.2
15.55,51.04,-112.2,48.2
15.6,51.03,-111.53,48.2
15.65,51.03,-110.86,48.2
15.7,51.03,-110.19,48.2
15.75,51.02,-109.52,48.2
15.8,51.02,-108.85,48.2
15.85,51.02,-108.18,48.2
15.9,51.01,-107.51,48.2
15.95,51.01,-106.84,48.2
16.0,51.0,-106.17,48.2
16.05,51.0,-105.5,48.2
16.1,50.99,-104.83,48.2
16.15,50.99,-104.16,48.2
16.2,50.98,-103.49,48.2
16.25,50.98,-102.82,48.2
16.3,50.97,-102.15,48.2
16.35,50.97,-101.48,48.2
16.4,50.96,-100.81,48.2
16.45,50.96,-100.15,48.2
16.5,50.96,-99.48,48.2
16.55,50.95,-98.81,48.2
16.6,50.95,-98.14,48.2
16.65,50.94,-97.47,48.2
16.7,50.94,-96.8,48.2
16.75,50.93,-96.13,48.2
16.8,50.93,-95.46,48.2
16.85,50.92,-94.79,48.2
16.9,50.92,-94.12,48.2
16.95,50.92,-93.45,48.2
17.0,50.91,-92.78,48.2
17.05,50.91,-92.11,48.2
17.1,50.9,-91.44,48.2
17.15,50.9,-90.77,48.2
17.2,50.89,-90.1,48.2
17.25,50.89,-89.43,48.2
17.3,50.89,-88.76,48.2
17.35,50.88,-88.09,48.2
17.4,50.88,-87.42,48.2
17.45,50.87,-86.75,48.2
17.5,50.87,-86.08,48.2
17.55,50.86,-85.41,48.2
17.6,50.86,-84.75,48.2
17.65,50.85,-84.08,48.2
17.7,50.85,-83.41,48.2
17.75,50.84,-82.74,48.2
17.8,50.84,-82.07,48.2
17.85,50.84,-81.4,48.2
17.9,50.83,-80.73,48.2
17.95,50.83,-80.06,48.2
18.0,50.82,-79.39,48.2
18.05,50.82,-78.72,48.2
18.1,50.81,-78.05,48.2
18.15,50.81,-77.38,48.2
18.2,50.8,-76.71,48.2
18.25,50.8,-76.04,48.2
18.3,50.8,-75.37,48.2
18.35,50.79,-74.7,48.2
18.4,50.79,-74.03,48.2
18.45,50.78,-73.36,48.2
18.5,50.78,-72.69,48.2
18.55,50.77,-72.02,48.2
18.6,50.76,-71.35,48.2
18.65,50.76,-70.68,48.2
18.7,50.75,-70.02,48.2
18.75,50.75,-69.35,48.2
18.8,50.74,-68.68,48.2
18.85,50.74,-68.01,48.2
18.9,50.73,-67.34,48.2
18.95,50.72,-66.67,48.2
19.0,50.72,-66.0,48.2
19.05,50.71,-65.33,48.2
19.1,50.71,-64.66,48.2
19.15,50.7,-63.99,48.2
19.2,50.7,-63.32,48.2
19.25,50.69,-62.65,48.2
19.3,50.68,-61.98,48.2
19.35,50.68,-61.31,48.2
19.4,50.67,-60.64,48.2
19.45,50.67,-59.97,48.2
19.5,50.66,-59.3,48.2
19.55,50.65,-58.63,48.2
19.6,50.65,-57.96,48.2
19.65,50.64,-57.29,48.2
19.7,50.64,-56.62,48.2
19.75,50.63,-55.95,48.2
19.8,50.63,-55.29,48.2
19.85,50.62,-54.62,48.2
19.9,50.62,-53.95,48.2
19.95,50.61,-53.28,48.2
20.0,50.61,-52.61,48.2
20.05,50.6,-51.94,48.2
20.1,50.6,-51.27,48.2
20.15,50.59,-50.6,48.2
20.2,50.59,-49.93,48.2
20.25,50.58,-49.26,48.2
20.3,50.58,-48.59,48.2
20.35,50.57,-47.92,48.2
20.4,50.57,-47.25,48.2
20.45,50.57,-46.58,48.2
20.5,50.56,-45.91,48.2
20.55,50.56,-45.24,48.2
20.6,50.55,-44.57,48.2
20.65,50.55,-43.9,48.2
20.7,50.55,-43.23,48.2
20.75,50.54,-42.56,48.2
20.8,50.54,-41.89,48.2
20.85,50.54,-41.22,48.2
20.9,50.53,-40.55,48.2
20.95,50.53,-39.89,48.2
21.0,50.52,-39.22,48.2
21.05,50.52,-38.55,48.2
21.1,50.51,-37.88,48.2
21.15,50.51,-37.21,48.2
21.2,50.5,-36.54,48.2
21.25,50.49,-35.87,48.2
21.3,50.48,-35.2,48.2
21.35,50.46,-34.53,48.2
21.4,50.44,-33.86,48.2
21.45,50.41,-33.19,48.2
21.5,50.36,-32.52,48.2
21.55,50.3,-31.86,48.2
21.6,50.23,-31.19,48.2
21.65,50.14,-30.53,48.2
21.7,50.03,-29.87,48.2
21.75,49.9,-29.21,48.2
21.8,49.74,-28.56,48.2
21.85,49.56,-27.92,48.2
21.9,49.35,-27.28,48.2
21.95,49.13,-26.65,48.2
22.0,48.86,-26.03,48.2
22.05,48.57,-25.43,48.2
22.1,48.25,-24.84,48.2
22.15,47.91,-24.27,48.2
22.2,47.54,-23.71,48.2
22.25,47.14,-23.17,48.2
22.3,46.7,-22.66,48.2
22.35,46.25,-22.17,48.2
22.4,45.76,-21.71,48.2
22.45,45.26,-21.27,48.2
22.5,44.73,-20.86,48.2
22.55,44.18,-20.48,48.2
22.6,43.61,-20.12,48.2
22.65,43.03,-19.79,48.2
22.7,42.44,-19.48,48.2
22.75,41.83,-19.19,48.2
22.8,41.22,-18.93,48.2
22.85,40.59,-18.69,48.2
22.9,39.96,-18.47,48.2
22.95,39.32,-18.26,48.2
23.0,38.68,-18.08,48.2
23.05,38.03,-17.91,48.2
23.1,37.38,-17.76,48.2
23.15,36.72,-17.62,48.2
23.2,36.06,-17.5,48.2
23.25,35.4,-17.39,48.2
23.3,34.74,-17.29,48.2
23.35,34.08,-17.2,48.2
23.4,33.41,-17.13,48.2
23.45,32.75,-17.06,48.2
23.5,32.08,-17.0,48.2
23.55,31.41,-16.94,48.2
23.6,30.74,-16.9,48.2
23.65,30.08,-16.86,48.2
23.7,29.41,-16.83,48.2
23.75,28.74,-16.8,48.2
23.8,28.07,-16.77,48.2
23.85,27.4,-16.75,48.2
23.9,26.73,-16.73,48.2
23.95,26.06,-16.72,48.2
24.0,25.39,-16.7,48.2
24.05,24.72,-16.69,48.2
24.1,24.05,-16.69,48.2
24.15,23.38,-16.68,48.2
24.2,22.71,-16.68,48.2
24.25,22.04,-16.67,48.2
24.3,21.37,-16.67,48.2
24.35,20.7,-16.67,48.2
24.4,20.04,-16.67,48.2
24.45,19.37,-16.67,48.2
24.5,18.7,-16.67,48.2
24.55,18.03,-16.67,48.2
24.6,17.36,-16.67,48.2
24.65,16.69,-16.68,48.2
24.7,16.02,-16.68,48.2
24.75,15.35,-16.68,48.2
24.8,14.68,-16.68,48.2
24.85,14.01,-16.69,48.2
24.9,13.34,-16.69,48.2
24.95,12.67,-16.69,48.2
25.0,12.0,-16.7,48.2
25.05,11.33,-16.7,48.2
25.1,10.66,-16.71,48.2
25.15,9.99,-16.71,48.2
25.2,9.32,-16.71,48.2
25.25,8.65,-16.72,48.2
25.3,7.98,-16.72,48.2
25.35,7.31,-16.72,48.2
25.4,6.64,-16.73,48.2
25.45,5.97,-16.73,48.2
25.5,5.3,-16.73,48.2
25.55,4.64,-16.74,48.2
25.6,3.97,-16.74,48.2
25.65,3.3,-16.75,48.2
25.7,2.63,-16.75,48.2
25.75,1.96,-16.75,48.2
25.8,1.29,-16.76,48.2
25.85,0.62,-16.76,48.2
25.9,-0.05,-16.76,48.2
25.95,-0.72,-16.77,48.2
26.0,-1.39,-16.77,48.2
26.05,-2.06,-16.77,48.2
26.1,-2.73,-16.78,48.2
26.15,-3.4,-16.78,48.2
26.2,-4.07,-16.79,48.2
26.25,-4.74,-16.79,48.2
26.3,-5.41,-16.79,48.2
26.35,-6.08,-16.8,48.2
26.4,-6.75,-16.8,48.2
26.45,-7.42,-16.8,48.2
26.5,-8.09,-16.81,48.2
26.55,-8.76,-16.81,48.2
26.6,-9.43,-16.81,48.2
26.65,-10.1,-16.82,48.2
26.7,-10.76,-16.82,48.2
26.75,-11.43,-16.82,48.2
26.8,-12.1,-16.83,48.2
26.85,-12.77,-16.83,48.2
26.9,-13.44,-16.83,48.2
26.95,-14.11,-16.84,48.2
27.0,-14.78,-16.84,48.2
27.05,-15.45,-16.85,48.2
27.1,-16.12,-16.85,48.2
27.15,-16.79,-16.85,48.2
27.2,-17.46,-16.86,48.2
27.25,-18.13,-16.86,48.2
27.3,-18.8,-16.86,48.2
27.35,-19.47,-16.87,48.2
27.4,-20.14,-16.87,48.2
27.45,-20.81,-16.87,48.2
27.5,-21.48,-16.88,48.2
27.55,-22.15,-16.88,48.2
27.6,-22.82,-16.88,48.2
27.65,-23.49,-16.89,48.2
27.7,-24.16,-16.89,48.2
27.75,-24.83,-16.89,48.2
27.8,-25.5,-16.9,48.2
27.85,-26.16,-16.9,48.2
27.9,-26.83,-16.9,48.2
27.95,-27.5,-16.91,48.2
28.0,-28.17,-16.91,48.2
28.05,-28.84,-16.92,48.2
28.1,-29.51,-16.92,48.2
28.15,-30.18,-16.92,48.2
28.2,-30.85,-16.93,48.2
28.25,-31.52,-16.93,48.2
28.3,-32.19,-16.93,48.2
28.35,-32.86,-16.94,48.2
28.4,-33.53,-16.94,48.2
28.45,-34.2,-16.95,48.2
28.5,-34.87,-16.95,48.2
28.55,-35.54,-16.96,48.2
28.6,-36.21,-16.96,48.2
28.65,-36.88,-16.96,48.2
28.7,-37.55,-16.97,48.2
28.75,-38.22,-16.97,48.2
28.8,-38.89,-16.98,48.2
28.85,-39.56,-16.99,48.2
28.9,-40.23,-16.99,48.2
28.95,-40.9,-17.0,48.2
29.0,-41.56,-17.0,48.2
29.05,-42.23,-17.01,48.2
29.1,-42.9,-17.02,48.2
29.15,-43.57,-17.02,48.2
29.2,-44.24,-17.03,48.2
29.25,-44.91,-17.03,48.2
29.3,-45.58,-17.04,48.2
29.35,-46.25,-17.05,48.2
29.4,-46.92,-17.05,48.2
29.45,-47.59,-17.06,48.2
29.5,-48.26,-17.06,48.2
29.55,-48.93,-17.07,48.2
29.6,-49.6,-17.07,48.2
29.65,-50.27,-17.08,48.2
29.7,-50.94,-17.08,48.2
29.75,-51.61,-17.09,48.2
29.8,-52.28,-17.09,48.2
29.85,-52.95,-17.1,48.2
29.9,-53.62,-17.1,48.2
29.95,-54.29,-17.11,48.2
30.0,-54.96,-17.11,48.2
30.05,-55.63,-17.12,48.2
30.1,-56.29,-17.12,48.2
30.15,-56.96,-17.13,48.2
30.2,-57.63,-17.13,48.2
30.25,-58.3,-17.14,48.2
30.3,-58.97,-17.14,48.2
30.35,-59.64,-17.15,48.2
30.4,-60.31,-17.15,48.2
30.45,-60.98,-17.15,48.2
30.5,-61.65,-17.16,48.2
30.55,-62.32,-17.16,48.2
30.6,-62.99,-17.17,48.2
30.65,-63.66,-17.17,48.2
30.7,-64.33,-17.17,48.2
30.75,-65.0,-17.18,48.2
30.8,-65.67,-17.18,48.2
30.85,-66.34,-17.19,48.2
30.9,-67.01,-17.19,48.2
30.95,-67.68,-17.2,48.2
31.0,-68.35,-17.2,48.2
31.05,-69.02,-17.21,48.2
31.1,-69.69,-17.21,48.2
31.15,-70.36,-17.21,48.2
31.2,-71.03,-17.22,48.2
31.25,-71.69,-17.22,48.2
31.3,-72.36,-17.23,48.2
31.35,-73.03,-17.23,48.2
31.4,-73.7,-17.24,48.2
31.45,-74.37,-17.24,48.2
31.5,-75.04,-17.24,48.2
31.55,-75.71,-17.25,48.2
31.6,-76.38,-17.25,48.2
31.65,-77.05,-17.25,48.2
31.7,-77.72,-17.26,48.2
31.75,-78.39,-17.26,48.2
31.8,-79.06,-17.26,48.2
31.85,-79.73,-17.26,48.2
31.9,-80.4,-17.27,48.2
31.95,-81.07,-17.27,48.2
32.0,-81.74,-17.27,48.2
32.05,-82.41,-17.27,48.2
32.1,-83.08,-17.27,48.2
32.15,-83.75,-17.28,48.2
32.2,-84.42,-17.28,48.2
32.25,-85.09,-17.28,48.2
32.3,-85.76,-17.28,48.2
32.35,-86.43,-17.28,48.2
32.4,-87.09,-17.29,48.2
32.45,-87.76,-17.29,48.2
32.5,-88.43,-17.29,48.2
32.55,-89.1,-17.29,48.2
32.6,-89.77,-17.29,48.2
32.65,-90.44,-17.29,48.2
32.7,-91.11,-17.3,48.2
32.75,-91.78,-17.3,48.2
32.8,-92.45,-17.3,48.2
32.85,-93.12,-17.3,48.2
32.9,-93.79,-17.3,48.2
32.95,-94.46,-17.3,48.2
33.0,-95.13,-17.3,48.2
33.05,-95.8,-17.3,48.2
33.1,-96.47,-17.31,48.2
33.15,-97.14,-17.31,48.2
33.2,-97.81,-17.31,48.2
33.25,-98.48,-17.31,48.2
33.3,-99.15,-17.31,48.2
33.35,-99.82,-17.31,48.2
33.4,-100.49,-17.31,48.2
33.45,-101.16,-17.31,48.2
33.5,-101.83,-17.31,48.2
33.55,-102.49,-17.32,48.2
33.6,-103.16,-17.32,48.2
33.65,-103.83,-17.32,48.2
33.7,-104.5,-17.32,48.2
33.75,-105.17,-17.32,48.2
33.8,-105.84,-17.32,48.2
33.85,-106.51,-17.32,48.2
33.9,-107.18,-17.32,48.2
33.95,-107.85,-17.32,48.2
34.0,-108.52,-17.33,48.2
34.05,-109.19,-17.33,48.2
34.1,-109.86,-17.33,48.2
34.15,-110.53,-17.33,48.2
34.2,-111.2,-17.33,48.2
34.25,-111.87,-17.33,48.2
34.3,-112.54,-17.33,48.2
34.35,-113.21,-17.33,48.2
34.4,-113.88,-17.33,48.2
34.45,-114.55,-17.33,48.2
34.5,-115.22,-17.34,48.2
34.55,-115.89,-17.34,48.2
34.6,-116.56,-17.34,48.2
34.65,-117.23,-17.34,48.2
34.7,-117.89,-17.34,48.2
34.75,-118.56,-17.34,48.2
34.8,-119.23,-17.34,48.2
34.85,-119.9,-17.34,48.2
34.9,-120.57,-17.35,48.2
34.95,-121.24,-17.35,48.2
35.0,-121.91,-17.35,48.2
35.05,-122.58,-17.35,48.2
35.1,-123.25,-17.35,48.2
35.15,-123.92,-17.35,48.2
35.2,-124.59,-17.36,48.2
35.25,-125.26,-17.36,48.2
35.3,-125.93,-17.36,48.2
35.35,-126.6,-17.36,48.2
35.4,-127.27,-17.36,48.2
35.45,-127.94,-17.36,48.2
35.5,-128.61,-17.37,48.2
35.55,-129.28,-17.37,48.2
35.6,-129.95,-17.37,48.2
35.65,-130.62,-17.37,48.2
35.7,-131.29,-17.37,48.2
35.75,-131.96,-17.38,48.2
35.8,-132.63,-17.38,48.2
35.85,-133.3,-17.38,48.2
35.9,-133.96,-17.38,48.2
35.95,-134.63,-17.39,48.2
36.0,-135.3,-17.39,48.2
36.05,-135.97,-17.39,48.2
36.1,-136.64,-17.39,48.2
36.15,-137.31,-17.39,48.2
36.2,-137.98,-17.39,48.2
36.25,-138.65,-17.4,48.2
36.3,-139.32,-17.4,48.2
36.35,-139.99,-17.4,48.2
36.4,-140.66,-17.4,48.2
36.45,-141.33,-17.4,48.2
36.5,-142.0,-17.4,48.2
36.55,-142.67,-17.4,48.2
36.6,-143.34,-17.4,48.2
36.65,-144.01,-17.39,48.2
36.7,-144.68,-17.38,48.2
36.75,-145.35,-17.37,48.2
36.8,-146.02,-17.35,48.2
36.85,-146.69,-17.32,48.2
36.9,-147.35,-17.28,48.2
36.95,-148.02,-17.23,48.2
37.0,-148.69,-17.16,48.2
37.05,-149.35,-17.08,48.2
37.1,-150.01,-16.98,48.2
37.15,-150.67,-16.86,48.2
37.2,-151.33,-16.72,48.2
37.25,-151.98,-16.56,48.2
37.3,-152.62,-16.37,48.2
37.35,-153.26,-16.16,48.2
37.4,-153.88,-15.92,48.2
37.45,-154.5,-15.65,48.2
37.5,-155.1,-15.37,48.2
37.55,-155.69,-15.05,48.2
37.6,-156.26,-14.7,48.2
37.65,-156.82,-14.33,48.2
37.7,-157.36,-13.93,48.2
37.75,-157.88,-13.52,48.2
37.8,-158.38,-13.07,48.2
37.85,-158.86,-12.61,48.2
37.9,-159.32,-12.12,48.2
37.95,-159.76,-11.61,48.2
38.0,-160.17,-11.08,48.2
38.05,-160.56,-10.54,48.2
38.1,-160.92,-9.97,48.2
38.15,-161.26,-9.4,48.2
38.2,-161.57,-8.8,48.2
38.25,-161.86,-8.2,48.2
38.3,-162.13,-7.59,48.2
38.35,-162.37,-6.96,48.2
38.4,-162.59,-6.33,48.2
38.45,-162.8,-5.69,48.2
38.5,-162.98,-5.05,48.2
38.55,-163.14,-4.4,48.2
38.6,-163.29,-3.75,48.2
38.65,-163.43,-3.09,48.2
38.7,-163.54,-2.43,48.2
38.75,-163.65,-1.77,48.2
38.8,-163.74,-1.11,48.2
38.85,-163.82,-0.44,48.2
38.9,-163.89,0.22,48.2
38.95,-163.95,0.89,48.2
39.0,-164.0,1.56,48.2
39.05,-164.04,2.23,48.2
39.1,-164.08,2.9,48.2
39.15,-164.11,3.56,48.2
39.2,-164.13,4.23,48.2
39.25,-164.15,4.9,48.2
39.3,-164.16,5.57,48.2
39.35,-164.17,6.24,48.2
39.4,-164.18,6.91,48.2
39.45,-164.18,7.58,48.2
39.5,-164.18,8.25,48.2
39.55,-164.18,8.92,48.2
39.6,-164.18,9.59,48.2
39.65,-164.17,10.26,48.2
39.7,-164.16,10.93,48.2
39.75,-164.16,11.6,48.2
39.8,-164.15,12.27,48.2
39.85,-164.14,12.94,48.2
39.9,-164.12,13.61,48.2
39.95,-164.11,14.28,48.2
40.0,-164.1,14.95,48.2
40.05,-164.09,15.62,48.2
40.1,-164.07,16.28,48.2
40.15,-164.06,16.95,48.2
40.2,-164.04,17.62,48.2
40.25,-164.03,18.29,48.2
40.3,-164.01,18.96,48.2
